WIS-L-0012042_lg.txt	1988-09-05
TENN-L-0000063_lg.txt	
NY01075775_lg.txt	1991-05-10
WIS-L-0011729_lg.txt	1987-09-03
WIS-L-0012049_lg.txt	1997-07-19
TENN-L-0000047_lg.txt	1967-07-24
WIS-L-0012070_lg.txt	1995-07-14
TENN-L-0000013_lg.txt	1969-07-18
NY01075782_lg.txt	1967-07-00
NY01075777_lg.txt	1995-03-18
NY01075761_lg.txt	2007-05-18
TENN-L-0000058_lg.txt	
WIS-L-0012072_lg.txt	1969-06-05
TENN-L-0000079_lg.txt	1955-07-06
WIS-L-0012085_lg.txt	1997-07-18
WIS-L-0012076_lg.txt	2003-07-24
WIS-L-0012059_lg.txt	1995-07-26
WIS-L-0012082_lg.txt	1997-07-20
TENN-L-0000007_lg.txt	1935-08-10
TENN-L-0000016_lg.txt	
TENN-L-0000044_lg.txt	1967-07-02
TENN-L-0000050_lg.txt	1979-07-03
WIS-L-0012039_lg.txt	1987-09-03
NY01075774_lg.txt	1974-07-18
TENN-L-0000052_lg.txt	1939-06-20
NY01075785_lg.txt	2007-04-12
TENN-L-0000014_lg.txt	1980-08-05
TENN-L-0000077_lg.txt	
NY01075827_lg.txt	1988-12-17
TENN-L-0000005_lg.txt	
TENN-L-0000065_lg.txt	1958-07-00
WIS-L-0012083_lg.txt	1997-07-19
WIS-L-0012050_lg.txt	1996-07-20
NY01075819_lg.txt	1994-12-03
NY01075803_lg.txt	
TENN-L-0000099_lg.txt	1962-07-16/21
TENN-L-0000042_lg.txt	1965-10-30
WIS-L-0012078_lg.txt	1997-07-14
TENN-L-0000012_lg.txt	
NY01075771_lg.txt	2000-08-12
WIS-L-0012038_lg.txt	1972-09-28
TENN-L-0000091_lg.txt	1928-07-19
WIS-L-0012067_lg.txt	1995-07-24
WIS-L-0012028_lg.txt	1988-08-30
WIS-L-0011735_lg.txt	
TENN-L-0000015_lg.txt	
WIS-L-0012048_lg.txt	1988-08-30
TENN-L-0000098_lg.txt	
TENN-L-0000061_lg.txt	
TENN-L-0000019_lg.txt	
WIS-L-0011728_lg.txt	1981-07-10
TENN-L-0000068_lg.txt	1955-06-22
TENN-L-0000046_lg.txt	1967-07-02
NY01075814_lg.txt	1992-12-01
WIS-L-0012061_lg.txt	1991-08-07
NY01075812_lg.txt	1996-11-26
WIS-L-0012040_lg.txt	1987-08-00
TENN-L-0000006_lg.txt	
TENN-L-0000059_lg.txt	1962-07-16/21
NY01075769_lg.txt	1991-12-20
TENN-L-0000072_lg.txt	1935-09-20
NY01075768_lg.txt	
TENN-L-0000054_lg.txt	1961-07-16
NY01075780_lg.txt	2000-05-14
WIS-L-0011726_lg.txt	2001-07-28
NY01075773_lg.txt	1988-11-01
WIS-L-0012031_lg.txt	1988-08-30
TENN-L-0000017_lg.txt	
WIS-L-0012044_lg.txt	1997-07-19
NY01075786_lg.txt	2007-04-12
NY01075820_lg.txt	1959-05-29
WIS-L-0012036_lg.txt	1987-09-03
TENN-L-0000003_lg.txt	
NY01075839_lg.txt	1988-12-17
TENN-L-0000028_lg.txt	
WIS-L-0012030_lg.txt	1988-09-14
NY01075779_lg.txt	2007-05-18
WIS-L-0011732_lg.txt	1997-07-19
WIS-L-0012069_lg.txt	1997-07-12
NY01075841_lg.txt	1989-01-21
WIS-L-0012055_lg.txt	2003-07-19
WIS-L-0012064_lg.txt	2003-07-29
NY01075790_lg.txt	1979-03-16
NY01075817_lg.txt	1994-12-03
WIS-L-0012025_lg.txt	1988-07-22
NY01075764_lg.txt	2008-05-16
TENN-L-0000080_lg.txt	1956-07-00
NY01075840_lg.txt	1988-12-25
WIS-L-0011730_lg.txt	1981-07-05
TENN-L-0000002_lg.txt	1936-07-01
NY01075828_lg.txt	1993-12-04
WIS-L-0011734_lg.txt	1982-07-24
NY01075762_lg.txt	
TENN-L-0000073_lg.txt	1959-07-20/21
WIS-L-0012074_lg.txt	1972-07-00
WIS-L-0012051_lg.txt	2003-07-19
WIS-L-0012060_lg.txt	1995-07-14
WIS-L-0012047_lg.txt	1988-08-30
TENN-L-0000093_lg.txt	1956-08-02
TENN-L-0000008_lg.txt	1937-07-18
NY01075815_lg.txt	1992-11-30
TENN-L-0000051_lg.txt	1967-06-28
WIS-L-0011736_lg.txt	1987-09-05
TENN-L-0000033_lg.txt	1956-08-00
NY01075816_lg.txt	1992-11-30
WIS-L-0012054_lg.txt	2003-07-19
TENN-L-0000057_lg.txt	1941-09-19
NY01075823_lg.txt	
WIS-L-0011727_lg.txt	1995-07-15
WIS-L-0011731_lg.txt	1991-08-01
NY01075767_lg.txt	1979-07-00
TENN-L-0000076_lg.txt	1951-09-00
WIS-L-0012063_lg.txt	1992-07-04
WIS-L-0012041_lg.txt	2003-07-19
NY01075818_lg.txt	1994-12-03
WIS-L-0012057_lg.txt	2003-07-19
WIS-L-0012046_lg.txt	1997-07-19
WIS-L-0012043_lg.txt	1988-09-00
NY01075829_lg.txt	
NY01075789_lg.txt	
TENN-L-0000036_lg.txt	1956-11-03
TENN-L-0000032_lg.txt	
TENN-L-0000035_lg.txt	1965-10-30
WIS-L-0012065_lg.txt	1995-07-17
NY01075776_lg.txt	1995-03-18
TENN-L-0000029_lg.txt	
NY01075794_lg.txt	1953-01-02
WIS-L-0012033_lg.txt	1988-07-15
NY01075792_lg.txt	1976-05-29
NY01075798_lg.txt	1993-09-29
NY01075763_lg.txt	1990-09-19
NY01075791_lg.txt	
WIS-L-0012062_lg.txt	1981-10-08
TENN-L-0000004_lg.txt	
TENN-L-0000041_lg.txt	1966-04-10
NY01075797_lg.txt	2002-06-15
TENN-L-0000043_lg.txt	
NY01075759_lg.txt	1998-04-19
TENN-L-0000049_lg.txt	1939-06-20
NY01075787_lg.txt	1996-09-19
TENN-L-0000018_lg.txt	
NY01075770_lg.txt	1932-08-21
