filename	id_v1	value1	id_v2	value2	id_v3	value3
NY01075765_lg.jpg	37	Roland Thaxter	75	Roland Thaxter	80	Roland Thaxter
NY01075766_lg.jpg	37	R.T. Wilce	75	R. T. Wilce		
NY01075768_lg.jpg	37	William R. Buck	75	William R. Buck	80	
NY01075775_lg.jpg	37	W.A. Weber	75	W. A. Weber	80	
NY01075790_lg.jpg	37	Shirley C. Tucker	75	Shirley C. Tucker	80	Shirley c. Tucker
NY01075792_lg.jpg	37	Clifford M. Wetmore	75	Clifford M. Wetmore		
NY01075806_lg.jpg	37		75	G. T. Johnson s.n.	80	
NY01075818_lg.jpg	75	William R. Buck	80	William R. Buck		
NY01075822_lg.jpg	37	William R. Buck	75	William R. Buck		
NY01075827_lg.jpg	37	Richard C. Harris	75	Richard C. Harris	80	Richard C. Harris
NY01075831_lg.jpg	37	Richard C. Harris	75	Richard C. Harris		
NY01075837_lg.jpg	75	Richard C. Harris	80	Richard C. Harris		
TENN-L-0000013_lg.jpg	37	M. Togashi	75	M. Togashi	80	M. TOGASHI
TENN-L-0000019_lg.jpg	37	A.J. Sharp	75	A. J. Sharp		
TENN-L-0000028_lg.jpg	37	H.A. Sierk	75	H. A. Sierk	80	H. A. Sierk
TENN-L-0000035_lg.jpg	75	Dr. & Mrs. A. J. Sharp, Z. Iwatsuki & I. Yoshimura	80	Dr. & Mrs. A. J. Sharp, Z. Iwatsuki & I. Yoshimura		
TENN-L-0000047_lg.jpg	75	A. J. Sharp and Z. Iwatsuki	80	A. J. Sharp and Z. Iwatsuki		
TENN-L-0000057_lg.jpg	37		75	Donald Richards and Francis Drouet	80	
TENN-L-0000058_lg.jpg	37	E. Hall	75	E. Hall	80	E. Hall
TENN-L-0000061_lg.jpg	37	W.W. Jeffrey	75	W. W. Jeffrey	80	Howard Crum
TENN-L-0000063_lg.jpg	37	Edward Tuckerman	75	Edward Tuckerman	80	Edward Tuckerman
TENN-L-0000072_lg.jpg	37	Walter Kiener	75	Walter Kiener		
TENN-L-0000084_lg.jpg	37	Barbara Moore	75	Barbara Moore	80	Barbara Moore
TENN-L-0000089_lg.jpg	37	Walter Kiener	75	Walter Kiener		
WIS-L-0011734_lg.jpg	37	Stephen S. Talbot	75	Stephen S. Talbot		
WIS-L-0012025_lg.jpg	37	Stephen & Sandra Talbot	75	Stephen & Sandra Talbot	80	Stephern & Sandra Talbot
WIS-L-0012041_lg.jpg	37	Stephen S. Talbot	75	Stephen S. Talbot		
WIS-L-0012052_lg.jpg	37	Stephen S. Talbot	75	Stephen S. Talbot		
WIS-L-0012056_lg.jpg	37	Stephen S. Talbot	75	Stephen S. Talbot	80	Stephern S Talbot
WIS-L-0012062_lg.jpg	37	Stephen S. Talbot	75	Stephen S. Talbot		
WIS-L-0012070_lg.jpg	37	Stephen S. Talbot	75	Stephen S. Talbot	80	Stephern S. Talbot
WIS-L-0012071_lg.jpg	37	L. Geiser	75	L. Geiser	80	L. Geiser
WIS-L-0012077_lg.jpg	37	N. Grulke	75	N. Grulke		
