EMEC609488_Cerceris_compacta.txt	1951-07-11
EMEC609504_Cerceris_compacta.txt	1951-07-11
EMEC609515_Cerceris_compacta.txt	
EMEC609523_Cerceris_compacta.txt	
EMEC609529_Cerceris_compacta.txt	
EMEC609543_Cerceris_compacta.txt	
EMEC609600_Cerceris_compacta.txt	
EMEC609601_Cerceris_compacta.txt	1975-06-25
EMEC609612_Cerceris_compacta.txt	
EMEC609623_Cerceris_compacta.txt	
EMEC609639_Cerceris_compar_compar.txt	1934-07-01
EMEC609675_Cerceris_conifrons.txt	
EMEC609686_Cerceris_conifrons.txt	
EMEC609696_Cerceris_conifrons.txt	1951-08-10
EMEC609705_Cerceris_conifrons.txt	
EMEC609711_Cerceris_convergens.txt	
EMEC609719_Cerceris_convergens.txt	
EMEC609722_Cerceris_convergens.txt	
EMEC609740_Cerceris_convergens.txt	
EMEC609764_Cerceris_convergens.txt	
EMEC609785_Cerceris_convergens.txt	
EMEC609803_Cerceris_convergens.txt	
EMEC609826_Cerceris_convergens.txt	
EMEC609828_Cerceris_convergens.txt	
EMEC609879_Cerceris_convergens.txt	
EMEC609880_Cerceris_convergens.txt	
EMEC609882_Cerceris_convergens.txt	
EMEC609885_Cerceris_convergens.txt	
EMEC609900_Stigmus_sp.txt	
EMEC609903_Stigmus_sp.txt	
EMEC609926_Stigmus_sp.txt	
EMEC609939_Stigmus_sp.txt	1992-09-14/16
EMEC609987_Aphilanthops_foxi.txt	
EMEC609997_Aphilanthops_foxi.txt	
NY_00020326.txt	1994-10-28
NY_00040685.txt	1994-11-04
NY_00040919.txt	1992-08-24
NY_00198945.txt	1913-09-00
NY_00198993.txt	
NY_00413475.txt	1980-10-15
NY_00413589.txt	1993-03-10
NY_00499439.txt	1905-09-20
NY_00617450.txt	1946-09-02
NY_00641566.txt	1983-02-10
NY_00754868.txt	2000-05-16
NY_00754872.txt	
NY_00819601.txt	1913-03-13
NY_01334326.txt	
NY_01334334.txt	1985-07-11
NY_01334374.txt	1962-01-12
NY_01334391.txt	1955-05-20
NY_01334433.txt	1996-07-30
NY_01334438.txt	1985-01-23
NY_01334464.txt	1896-02-00
NY_01334493.txt	1975-01-20
NY_01334508.txt	1964-04-30
NY_01497987.txt	1934-10-00
NY_01498039.txt	1938-05-00
NY_01498043.txt	1905-09-20
NY_01498065.txt	1976-12-08
NY_01498090.txt	1979-06-07
NY_01498103.txt	1916-03-08
NY_01498113.txt	
NY_01498139.txt	
NY_01498155.txt	1890-03-00
NY_01498166.txt	1991-06-24
NY_01498191.txt	1977-06-06
NY01075765_lg.txt	1898-02-00
NY01075766_lg.txt	1976-11-05
NY01075768_lg.txt	1999-05-06
NY01075775_lg.txt	1991-05-10
NY01075790_lg.txt	1979-03-16
NY01075792_lg.txt	1976-05-29
NY01075806_lg.txt	1960-09-04
NY01075818_lg.txt	1994-12-03
NY01075822_lg.txt	1994-12-01
NY01075827_lg.txt	1988-12-17
NY01075831_lg.txt	1994-12-05
NY01075837_lg.txt	1988-12-01
TENN-L-0000013_lg.txt	1969-07-18
TENN-L-0000019_lg.txt	1954-08-08
TENN-L-0000028_lg.txt	1957-08-01
TENN-L-0000035_lg.txt	1965-10-30
TENN-L-0000047_lg.txt	1967-07-24
TENN-L-0000057_lg.txt	1941-09-19
TENN-L-0000058_lg.txt	
TENN-L-0000061_lg.txt	
TENN-L-0000063_lg.txt	
TENN-L-0000072_lg.txt	1935-09-20
TENN-L-0000084_lg.txt	1963-04-13
TENN-L-0000089_lg.txt	1936-07-25
WIS-L-0011734_lg.txt	1982-07-24
WIS-L-0012025_lg.txt	1988-07-22
WIS-L-0012041_lg.txt	2003-07-19
WIS-L-0012052_lg.txt	2003-07-19
WIS-L-0012056_lg.txt	2003-07-19
WIS-L-0012062_lg.txt	1981-10-08
WIS-L-0012070_lg.txt	1995-07-14
WIS-L-0012071_lg.txt	1989-07-26
WIS-L-0012077_lg.txt	1987-08-00
