NY_00754872.txt	familia gramineae	ramalina fraxinea
NY01075765_lg.txt	pyrenocollema atlanticum	pyrenocollema atlanticum
NY_01334374.txt	capraria biflora	capraria biflora
NY_00413589.txt	myriophyllum aquaticum	chaerophyllum aromaticum
NY_01498103.txt	mitreola petiolata	mitreola petiolata
WIS-L-0011734_lg.txt	vaccinium uliginosum	vaccinium uliginosum
TENN-L-0000072_lg.txt	pinus flexilis	pinus flexilis
NY_01334438.txt	capraria biflora	capraria biflora
NY_01334391.txt	capraria biflora	capraria biflora
NY_01498090.txt	mitreola petiolata	mitreola petiolata
NY_00617450.txt	daucus carota	daucus carota
NY01075822_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
NY_00020326.txt	forestiera eggersiana	forestiera eggersiana
WIS-L-0012041_lg.txt	picea mariana	picea mariana
EMEC609882_Cerceris_convergens.txt	eriogonum fasciculatum	eriogonum apiculatum
TENN-L-0000089_lg.txt	alectoria nigricans	alectoria nigricans
NY01075831_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
EMEC609879_Cerceris_convergens.txt	isocoma tenuisecta	isocoma tenuisecta
WIS-L-0012070_lg.txt	cetrelia cetrarioides	cetrelia cetrarioides
NY01075790_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
NY_01334334.txt	buchnera longifolia	bouchea linifolia
WIS-L-0012056_lg.txt	cetraria laevigata	cetraria laevigata
EMEC609826_Cerceris_convergens.txt	croton californicus	croton californicus
NY_00819601.txt	ludwigia peploides	ludwigia peploides
NY_01334508.txt	lindernia crustacea	lindernia crustacea
NY_01334464.txt	capraria biflora	capraria biflora
EMEC609828_Cerceris_convergens.txt	eriogonum inflatum	eriogonum alatum
NY_01334433.txt	capraria biflora	capraria biflora
NY_01498155.txt	spigelia anthelmia	spigelia anthelmia
NY_00413475.txt	jasminium fluminense	jasminum fluminense
WIS-L-0012025_lg.txt	cetraria islandica	cetraria islandica
NY01075806_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
NY_00040919.txt	manilkara bidentata	manilkara bidentata
WIS-L-0012052_lg.txt	cetraria laevagate	cetraria laevigata
NY_01498113.txt	mitreola petiolata	mitreola petiolata
WIS-L-0012071_lg.txt	cetrelia cetrarioides	cetrelia cetrarioides
EMEC609705_Cerceris_conifrons.txt	parryella filifolia	parryella filifolia
NY_00641566.txt	bambusa tuldoides	bambusa tuldoides
NY_00040685.txt	jasminum fluminense	jasminum fluminense
NY01075775_lg.txt	pyrenocollema tichothecioides	pyrenocollema tichothecioides
TENN-L-0000013_lg.txt	acroscyphus sphaerophoroides	acroscyphus sphaerophoroides
NY01075818_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
NY_01498166.txt	spigelia anthelmia	spigelia anthelmia
WIS-L-0012077_lg.txt	cetraria delisea	cetrariella delisei
NY01075768_lg.txt	pyrenocollema halodytes	pyrenocollema halodytes
NY01075792_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
NY_00754868.txt	bambusa multiplex	bambusa multiplex
NY_01498191.txt	spigelia anthelmia	spigelia anthelmia
