James R. Burkhalter 	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
30 JL 2011 James R. Burkhalter 23256 	11	30	RECORDEDBY
My 2014 James R. Burkhalter 24734 	8	27	RECORDEDBY
James R. Burkhalter 	0	19	RECORDEDBY
Coll James R. Burkhalter Det JRB 	5	24	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
2 SP 1990 James R. Burkhalter 12410 Det.	10	29	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
Coll James R. Burkhalter Det JRB 	5	24	RECORDEDBY
Oct 20, 1977 James R. Burkhalter 	13	32	RECORDEDBY
Coll James R. Burkhalter Det JRB 	5	24	RECORDEDBY
James R. Burkhalter 25092 MICHAEL I. COUSENS	0	19	RECORDEDBY
James R. Burkhalter 	0	19	RECORDEDBY
14339 James R. Burkhalter 	6	25	RECORDEDBY
James R. Burkhalter No. 10685 	0	19	RECORDEDBY
Coll James R. Burkhalter 	5	24	RECORDEDBY
James R. Burkhalter DETTRB 	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
Oc 2009 James R. Burkhalter 22406 	8	27	RECORDEDBY
Oc 2009 James R. Burkhalter 22402 	8	27	RECORDEDBY
James R. Burkhalter Det.	0	19	RECORDEDBY
James R. Burkhalter Sep 24, 1980 FSU HERBARIUM OF THE UNIVERSITY OF WEST FLORIDA Plants of Florida Chrysopsis cruiseana Dress 	0	19	RECORDEDBY
Date Nov 10, 1979 Coll, James R. Burkhalter No. 6758 	24	43	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
James R. Burkhalter 	0	19	RECORDEDBY
James R. Burkhalter 	0	19	RECORDEDBY
James R. Burkhalter Det.	0	19	RECORDEDBY
W 86°2'17.7216 2 Ap 2014 James R. Burkhalter 24623 	25	44	RECORDEDBY
James R. Burkhalter 	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
James R. Burkhalter 22444 	0	19	RECORDEDBY
James R. Burkhalter 	0	19	RECORDEDBY
Fb 2013 James R. Burkhalter 23883 	8	27	RECORDEDBY
Oc 2008 James R. Burkhalter 22076 	8	27	RECORDEDBY
Flws white. 4 Je 2011 James R. Burkhalter 23195 	22	41	RECORDEDBY
** 14 Sp 2013 James R. Burkhalter 	14	33	RECORDEDBY
James R. Burkhalter Dey, JRB NOV 3,1980 	0	19	RECORDEDBY
R. K. Godfrey 83955 	0	13	RECORDEDBY
Coll James R. Burkhalter Det JRB 	5	24	RECORDEDBY
James R. Burkhalter Det.	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
James R. Burkhalter Det.	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
2 Ap 2000 James R. Burkhalter 17104 	10	29	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
Coll James R. Burkhalter Det JRB 	5	24	RECORDEDBY
My 2014 James R. Burkhalter 24700 	8	27	RECORDEDBY
JL 1990 James R. Burkhalter 12134 Det.	8	27	RECORDEDBY
W 87.221556° 24 Ap 2014 James R. Burkhalter 24668 	24	43	RECORDEDBY
Oc 2009 James R. Burkhalter 22400 	8	27	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
N 30,551947° W87.2166990 5 Ap 2009 James R. Burkhalter 22220 	35	54	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
My 2010 James R. Burkhalter 22738 	8	27	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
James R. Burkhalter 22894 	0	19	RECORDEDBY
R. K.Godfrey 83995 	0	12	RECORDEDBY
James R. Burkhalter 22862 	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
Coll James R. Burkhalter Det JRB 	5	24	RECORDEDBY
James R. Burkhalter Det.	0	19	RECORDEDBY
James R. Burkhalter No. 21045 	0	19	RECORDEDBY
Ny 2009 James R. Burkhalter 22541 	8	27	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
OC 1985 James R. Burkhalter JRB 	8	27	RECORDEDBY
John B. Nelson NO.	0	14	RECORDEDBY
My 2015 James R. Burkhalter 25311 	8	27	RECORDEDBY
Sept. 8, 1977 R. and J. Daubenmire 	14	34	RECORDEDBY
James R. Burkhalter Det G. S. Wilhelm (UWFP)	0	19	RECORDEDBY
James R. Burkhalter 	0	19	RECORDEDBY
James R. Burkhalter 	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
James R. Burkhalter No. 4978 	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
James R. Burkhalter 	0	19	RECORDEDBY
