filename,id_v1,sec1,id_v2,sec2,id_v3,sec3
EMEC609488_Cerceris_compacta.txt,41,9,52,7,80,16
EMEC609504_Cerceris_compacta.txt,41,8,52,6,80,14
EMEC609515_Cerceris_compacta.txt,41,7,52,14,80,20
EMEC609523_Cerceris_compacta.txt,41,8,52,7,,
EMEC609529_Cerceris_compacta.txt,41,8,52,11,80,16
EMEC609543_Cerceris_compacta.txt,41,7,52,7,80,22
EMEC609600_Cerceris_compacta.txt,41,33,52,11,80,16
EMEC609601_Cerceris_compacta.txt,41,48,52,8,80,22
EMEC609612_Cerceris_compacta.txt,41,28,52,51,80,65
EMEC609623_Cerceris_compacta.txt,41,10,52,8,80,13
EMEC609639_Cerceris_compar_compar.txt,41,13,52,8,80,17
EMEC609675_Cerceris_conifrons.txt,41,9,52,11,80,30
EMEC609686_Cerceris_conifrons.txt,41,34,52,9,,
EMEC609696_Cerceris_conifrons.txt,41,9,52,9,80,12
EMEC609705_Cerceris_conifrons.txt,41,12,52,13,80,20
EMEC609711_Cerceris_convergens.txt,41,22,52,8,,
EMEC609719_Cerceris_convergens.txt,41,18,52,12,80,13
EMEC609722_Cerceris_convergens.txt,41,7,52,12,80,18
EMEC609740_Cerceris_convergens.txt,41,8,52,6,80,16
EMEC609764_Cerceris_convergens.txt,41,9,52,12,80,18
EMEC609785_Cerceris_convergens.txt,41,9,52,16,,
EMEC609803_Cerceris_convergens.txt,41,12,52,16,80,19
EMEC609826_Cerceris_convergens.txt,41,12,52,15,80,20
EMEC609828_Cerceris_convergens.txt,41,29,52,13,80,15
EMEC609879_Cerceris_convergens.txt,41,11,52,14,80,20
EMEC609880_Cerceris_convergens.txt,41,19,52,6,,
EMEC609882_Cerceris_convergens.txt,41,8,52,8,80,16
EMEC609885_Cerceris_convergens.txt,41,7,52,6,80,14
EMEC609900_Stigmus_sp.txt,41,9,52,8,80,13
EMEC609903_Stigmus_sp.txt,41,8,52,7,80,21
EMEC609926_Stigmus_sp.txt,41,8,52,10,80,22
EMEC609939_Stigmus_sp.txt,41,16,52,17,80,37
EMEC609987_Aphilanthops_foxi.txt,41,6,52,8,80,14
EMEC609997_Aphilanthops_foxi.txt,41,9,52,10,80,18
NY01075765_lg.txt,41,10,52,30,80,28
NY01075766_lg.txt,41,13,52,9,,
NY01075768_lg.txt,41,7,52,8,80,17
NY01075775_lg.txt,41,8,52,7,80,12
NY01075790_lg.txt,41,12,52,8,80,20
NY01075792_lg.txt,41,44,52,8,80,18
NY01075806_lg.txt,41,10,52,13,80,14
NY01075818_lg.txt,41,9,52,10,80,16
NY01075822_lg.txt,41,8,52,9,80,21
NY01075827_lg.txt,41,12,52,9,80,32
NY01075831_lg.txt,41,7,52,9,80,19
NY01075837_lg.txt,41,9,52,26,80,21
NY_00020326.txt,41,12,52,16,80,33
NY_00040685.txt,41,23,52,11,80,25
NY_00040919.txt,41,10,52,12,80,31
NY_00198945.txt,41,9,52,11,80,27
NY_00198993.txt,41,9,52,11,80,41
NY_00413475.txt,41,23,52,22,80,43
NY_00413589.txt,41,23,52,18,,
NY_00499439.txt,41,20,52,19,80,54
NY_00617450.txt,41,22,52,55,80,36
NY_00641566.txt,41,12,52,13,80,27
NY_00754868.txt,41,45,52,9,80,25
NY_00754872.txt,41,12,52,16,80,32
NY_00819601.txt,41,13,52,15,80,49
NY_01334326.txt,41,12,52,16,80,73
NY_01334334.txt,41,14,52,10,80,22
NY_01334374.txt,41,10,52,14,80,33
NY_01334391.txt,41,12,52,10,80,25
NY_01334433.txt,41,10,52,17,80,63
NY_01334438.txt,41,25,52,15,,
NY_01334464.txt,41,11,52,14,80,26
NY_01334493.txt,41,23,52,14,,
NY_01334508.txt,41,11,52,13,80,21
NY_01497987.txt,41,11,52,17,80,24
NY_01498039.txt,41,21,52,12,80,30
NY_01498043.txt,41,39,52,13,80,42
NY_01498065.txt,41,18,52,9,80,22
NY_01498090.txt,41,12,52,12,80,20
NY_01498103.txt,41,10,52,13,80,79
NY_01498113.txt,41,21,52,47,80,45
NY_01498139.txt,41,12,52,20,80,22
NY_01498155.txt,41,25,52,75,80,19
NY_01498166.txt,41,9,52,14,80,22
NY_01498191.txt,41,22,52,14,,
TENN-L-0000013_lg.txt,41,12,52,15,80,47
TENN-L-0000019_lg.txt,41,13,52,9,,
TENN-L-0000028_lg.txt,41,10,52,9,80,25
TENN-L-0000035_lg.txt,41,22,52,18,80,39
TENN-L-0000047_lg.txt,41,11,52,9,80,19
TENN-L-0000057_lg.txt,41,8,52,14,80,37
TENN-L-0000058_lg.txt,41,9,52,4,80,10
TENN-L-0000061_lg.txt,41,17,52,21,80,16
TENN-L-0000063_lg.txt,41,3,52,80,80,15
TENN-L-0000072_lg.txt,41,10,52,11,,
TENN-L-0000084_lg.txt,41,10,52,9,80,20
TENN-L-0000089_lg.txt,41,9,52,11,80,15
WIS-L-0011734_lg.txt,41,13,52,8,80,18
WIS-L-0012025_lg.txt,41,6,52,9,80,19
WIS-L-0012041_lg.txt,41,10,52,8,,
WIS-L-0012052_lg.txt,41,11,52,10,80,15
WIS-L-0012056_lg.txt,41,9,52,16,80,25
WIS-L-0012062_lg.txt,41,9,52,8,80,20
WIS-L-0012070_lg.txt,41,12,52,8,80,24
WIS-L-0012071_lg.txt,41,13,52,15,80,49
WIS-L-0012077_lg.txt,41,23,52,1,80,27
