EMEC609488_Cerceris_compacta.txt,15,7,13
EMEC609504_Cerceris_compacta.txt,14,10,13
EMEC609515_Cerceris_compacta.txt,28,62,8
EMEC609523_Cerceris_compacta.txt,39,13,8
EMEC609529_Cerceris_compacta.txt,35,41,13
EMEC609543_Cerceris_compacta.txt,17,23,7
EMEC609600_Cerceris_compacta.txt,28,15,14
EMEC609612_Cerceris_compacta.txt,23,18,18
EMEC609623_Cerceris_compacta.txt,26,7,38
EMEC609639_Cerceris_compar_compar.txt,16,15,16
EMEC609675_Cerceris_conifrons.txt,25,9,13
EMEC609686_Cerceris_conifrons.txt,30,20,13
EMEC609696_Cerceris_conifrons.txt,28,8,7
EMEC609705_Cerceris_conifrons.txt,20,28,27
EMEC609711_Cerceris_convergens.txt,25,20,24
EMEC609719_Cerceris_convergens.txt,34,10,16
EMEC609722_Cerceris_convergens.txt,20,9,12
EMEC609740_Cerceris_convergens.txt,27,15,10
EMEC609764_Cerceris_convergens.txt,16,51,18
EMEC609785_Cerceris_convergens.txt,31,54,28
EMEC609803_Cerceris_convergens.txt,23,12,22
EMEC609826_Cerceris_convergens.txt,19,12,27
EMEC609828_Cerceris_convergens.txt,24,18,13
EMEC609879_Cerceris_convergens.txt,19,20,17
EMEC609880_Cerceris_convergens.txt,30,13,13
EMEC609882_Cerceris_convergens.txt,6,17,11
EMEC609885_Cerceris_convergens.txt,15,18,17
EMEC609900_Stigmus_sp.txt,32,23,11
EMEC609903_Stigmus_sp.txt,23,17,10
EMEC609926_Stigmus_sp.txt,15,29,8
EMEC609987_Aphilanthops_foxi.txt,22,17,14
EMEC609997_Aphilanthops_foxi.txt,67,19,16
NY01075766_lg.txt,37,10,11
NY01075775_lg.txt,12,28,19
NY_00198993.txt,33,49,19
NY_00499439.txt,31,24,29
NY_00641566.txt,31,13,77
NY_00754872.txt,19,20,33
NY_00819601.txt,30,38,30
NY_01334326.txt,41,29,22
NY_01334334.txt,47,45,15
NY_01497987.txt,29,20,16
NY_01498039.txt,39,28,29
NY_01498043.txt,39,23,29
NY_01498113.txt,32,68,29
NY_01498139.txt,45,31,41
NY_01498155.txt,33,32,21
TENN-L-0000019_lg.txt,28,10,11
TENN-L-0000028_lg.txt,13,51,10
TENN-L-0000047_lg.txt,12,14,7
TENN-L-0000058_lg.txt,9,12,9
TENN-L-0000061_lg.txt,18,17,9
TENN-L-0000063_lg.txt,53,21,7
TENN-L-0000084_lg.txt,59,29,12
WIS-L-0012025_lg.txt,15,14,7
WIS-L-0012077_lg.txt,13,11,10
