EMEC609488_Cerceris_compacta.txt	P.D. Hurd
EMEC609543_Cerceris_compacta.txt	E.E. Gilbert, C.D. MacNeil
EMEC609612_Cerceris_compacta.txt	P.D. Hurd
EMEC609686_Cerceris_conifrons.txt	R.E. Coville
EMEC609764_Cerceris_convergens.txt	J.W. MacSwain
EMEC609987_Aphilanthops_foxi.txt	P.D. Hurd
NY01075765_lg.txt	Roland Thaxter
NY01075768_lg.txt	William R. Buck
NY01075822_lg.txt	William R. Buck
NY01075831_lg.txt	Richard C. Harris
NY_00754868.txt	
NY_01334433.txt	C. Wright
NY_01498139.txt	C. Wright
TENN-L-0000019_lg.txt	A.J. Sharp
TENN-L-0000072_lg.txt	Walter Kiener
TENN-L-0000084_lg.txt	Barbara Moore
WIS-L-0012025_lg.txt	Stephen & Sandra Talbot
WIS-L-0012071_lg.txt	L. Geiser
