NY_00754872.txt	bambusa vulgaris	bambusa vulgaris
NY_01334374.txt	capraria biflora	capraria biflora
NY_01498103.txt	mitreola petiolata	mitreola petiolata
TENN-L-0000072_lg.txt	pinus flexilis	pinus flexilis
NY_01334438.txt	capraria biflora	capraria biflora
NY_01334391.txt	capraria biflora	capraria biflora
NY_01498090.txt	mitreola petiolata	mitreola petiolata
NY_00617450.txt	daucus carota	daucus carota
NY_00020326.txt	forestiera eggersiana	forestiera eggersiana
WIS-L-0012041_lg.txt	picea mariana	picea mariana
TENN-L-0000089_lg.txt	alectoria nigricans	alectoria nigricans
NY_01334334.txt	bchnera longifolia	buchnera longifolia
WIS-L-0012056_lg.txt	picea mariana	picea mariana
NY_00819601.txt	ludwigia peploides	ludwigia peploides
NY_01334508.txt	lindernia crustacea	lindernia crustacea
NY_01334464.txt	capraria biflora	capraria biflora
NY_01334433.txt	capraria biflora	capraria biflora
NY_00040919.txt	manilkara bidentata	manilkara bidentata
WIS-L-0012052_lg.txt	picea mariana	picea mariana
NY_01498113.txt	mitreola petiolata	mitreola petiolata
WIS-L-0012071_lg.txt	picea sitchensis	picea sitchensis
NY_00641566.txt	bambusa tuldoides	bambusa tuldoides
NY_00040685.txt	jasminum fluminense	jasminum fluminense
TENN-L-0000013_lg.txt	acroscyphus sphaerophoroides	acroscyphus sphaerophoroides
NY_01498166.txt	spigelia anthelmia	spigelia anthelmia
NY01075768_lg.txt	pyrenocollema balodytes	pyrenocollema halodytes
NY_00754868.txt	bambusa multiplex	bambusa multiplex
NY_01498191.txt	spigelia anthelmia	spigelia anthelmia
