R. K. Godfrey Herbarium (FSU) 119	0	13	RECORDEDBY
Collected by R. K. Godfrey No. 58301 Det.	13	26	RECORDEDBY
M. Y. Menzel 	0	12	RECORDEDBY
Collected by Menzel and Wilson 	13	30	RECORDEDBY
19 FLOPIDA STATE UNIVERSITY 52643 Dee 1959. Menzel and Wilson Hibiscus cannabinushi 	44	61	RECORDEDBY
Collected by Menzel and Wilson Det. 	13	30	RECORDEDBY
Station line BG53-74 1 Collected by Menzel and Wilson 	36	53	RECORDEDBY
2 1 Collected by Menzel and Wilson 	17	34	RECORDEDBY
A Collected by No. 1172 Menzel and Wilson Det.	24	41	RECORDEDBY
D. Wise DET. 	0	7	RECORDEDBY
D. Wise DET. 	0	7	RECORDEDBY
D. Wise and M. Menzel NO. DET.	0	21	RECORDEDBY
Row 7859 Collected by : Menzel and Wilson No.	24	41	RECORDEDBY
: Jan 29, 1969 COLLECTED BY: Menzel and Wilson NO.	29	46	RECORDEDBY
HV138 Menzel and Wilson Det. 	6	23	RECORDEDBY
Menzel and Wilson Det. 	0	17	RECORDEDBY
HV133 Menzel and Wilson 	6	23	RECORDEDBY
Collected by Menzel and Wilson 	13	30	RECORDEDBY
Menzel and Wilson Det.	0	17	RECORDEDBY
Collected by Menzel and Wilson 	13	30	RECORDEDBY
2 1 Collected by Menzel and Wilson 	17	34	RECORDEDBY
2 1 Loran C. Anderson No. 9800 18 July 1986 HERBARIUM OF FLORIDA STATE UNIVERSITY 	4	21	RECORDEDBY
Melanie R. Darst 	0	16	RECORDEDBY
R. K. Godfrey Herbarium (FSU) 119 17 44989 	0	13	RECORDEDBY
A Collected by R. K. Godfrey No. 58174 Det.	15	28	RECORDEDBY
M 8 9 10 11 12 13 14 15 B 17 18 19 29273 No. 55284 Collected by R. K. Godfrey Det.	64	77	RECORDEDBY
R. K. Godfrey Herbarium (FSU) 4 0 7 2 * 	0	13	RECORDEDBY
Loran C. Anderson no.	0	17	RECORDEDBY
1 R. K. Godfrey Herbarium (FSU) 	2	15	RECORDEDBY
2 miles sw of Tallahassee 1 Collected by R. K. Godfrey 	41	54	RECORDEDBY
M 8 9 10 11 12 13 14 15 B 17 18 19 No. 68601 Collected by R. K. Godfrey Det.	58	71	RECORDEDBY
* 0 0 0 1 R. K. Godfrey Herbarium (FSU) 1 5 7 8 8 * FLORIDA STATE UNIVERSITY 120773 HERBARIUM 	10	23	RECORDEDBY
June 1985 Loran C. Anderson No. 8391 HERBARIUM OF FLORIDA STATE UNIVERSITY 	10	27	RECORDEDBY
R. K. Godfrey Herbarium (FSU) 119 11 HERBARIUM 136361 * 118 0 0 Black © Kodak,	0	13	RECORDEDBY
R. K. Godfrey NO. 71950 DET.	0	13	RECORDEDBY
Cecil R. Slaughter DATE: 23 SEPTEMBER 2002 NO.	0	18	RECORDEDBY
R. K. Godfrey Herbarium (FSU) 119 	0	13	RECORDEDBY
Kurt E. Blum 2728 July 29, 1967 Det: KEB 	0	12	RECORDEDBY
12 R.K. Godfrey Herbarium (FSU) 119 * 0 0 0 1 6 9 1 7 4	3	15	RECORDEDBY
30 August 2001 Loran C. Anderson no. 19,913 Florida State University Herbarium 	15	32	RECORDEDBY
2 August 2017 Loran C. Anderson	14	31	RECORDEDBY
James R. Burkhalter Det JRB UWEPO 12786 	0	19	RECORDEDBY
22 JE 1996 James R. Burkhalter 	11	30	RECORDEDBY
Pale yellow flowers with red Collected by : Menzel and Wilson spot. 	44	61	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
28 Sp 2003 James R. Burkhalter 19544 	11	30	RECORDEDBY
James R. Burkhalter 	0	19	RECORDEDBY
James R. Burkhalter 	0	19	RECORDEDBY
18 Ap 2010 James R. Burkhalter 22701 	11	30	RECORDEDBY
James R. Burkhalter No. 14908 	0	19	RECORDEDBY
No. 18168 Date 16 DC 2001 Coll James R. Burkhalter Det JRB 	31	50	RECORDEDBY
James R. Burkhalter 21105 MICHAEL I. COUSENS	0	19	RECORDEDBY
No. 18166 Date 9 DC 2001 Coll James R. Burkhalter Det JRB 	30	49	RECORDEDBY
James R. Burkhalter 250 31 	0	19	RECORDEDBY
