filename	id_v1	event_date1	id_v2	event_date2	id_v3	event_date3
EMEC609488_Cerceris_compacta.txt	41	1951-07-11	52	1951-07-11	80	1951-07-11
EMEC609504_Cerceris_compacta.txt	41	1951-07-11	52	1951-07-11	80	1951-07-11
EMEC609515_Cerceris_compacta.txt	41	1932-07-17	52	1932-07-17	80	1932-07-17
EMEC609523_Cerceris_compacta.txt	41	1954-07-04	52	1954-07-04		
EMEC609529_Cerceris_compacta.txt	41	1953-06-28	52	1953-06-28	80	1953-06-28
EMEC609543_Cerceris_compacta.txt	41	1952-07-08	52	1952-07-08	80	1952-07-08
EMEC609600_Cerceris_compacta.txt	41	1978-09-04	52	1978-09-04	80	1978-09-04
EMEC609601_Cerceris_compacta.txt	41	1975-06-25	52	1975-06-25	80	1975-06-25
EMEC609612_Cerceris_compacta.txt	41	1951-07-18/22	52	1951-07-18/22	80	1951-07-18/22
EMEC609623_Cerceris_compacta.txt	41	1951-07-18/22	52	1951-07-18/22	80	1951-07-18/22
EMEC609639_Cerceris_compar_compar.txt	41	1934-07-01	52	1934-07-01	80	1934-07-01
EMEC609675_Cerceris_conifrons.txt	41	1950-08-06	52	1950-08-06	80	1950-08-06
EMEC609686_Cerceris_conifrons.txt	41	1977-08-26	52	1977-08-26		
EMEC609696_Cerceris_conifrons.txt	41	1951-08-10	52	1951-08-10	80	1951-08-10
EMEC609705_Cerceris_conifrons.txt	41	1966-06-28	52	1966-06-28	80	1966-06-28
EMEC609711_Cerceris_convergens.txt	41	1951-06-2/5	52	1951-06-2/5		
EMEC609719_Cerceris_convergens.txt	41	1925-07-00	52	1925	80	1925-07-00
EMEC609722_Cerceris_convergens.txt	41	1950-07-16	52	1950-07-16	80	1950-08-16
EMEC609740_Cerceris_convergens.txt	41	1952-04-26	52	1952-04-26	80	1952-04-26
EMEC609764_Cerceris_convergens.txt	41	1953-07-02	52	1953-07-02	80	1953-07-02
EMEC609785_Cerceris_convergens.txt	41	1959-08-08	52	1961		
EMEC609803_Cerceris_convergens.txt	41	1959-09-01	52	1959-09-01	80	1959-09-01
EMEC609826_Cerceris_convergens.txt	41	1954-04-27	52	1954-04-27	80	1954-04-21
EMEC609828_Cerceris_convergens.txt	41	1956-05-03	52	1956-05-03	80	1956-05-03
EMEC609879_Cerceris_convergens.txt	41	1974-09-15	52	1974-09-15	80	1974-09-15
EMEC609880_Cerceris_convergens.txt	41	1978-09-04	52	1978-09-04		
EMEC609882_Cerceris_convergens.txt	41	1976-08-20	52	1976-08-20	80	1976-08-20
EMEC609885_Cerceris_convergens.txt	41	1956-10-28	52	1956-10-28	80	1956-10-28
EMEC609900_Stigmus_sp.txt	41	1980-05-22	52	1980-05-22	80	
