NY01075765_lg.txt	pyrenocollema atlanticum	pyrenocollema atlanticum
NY_01334374.txt	capraria biflora	capraria biflora
NY_00413589.txt	myriophyllum aguaticum	myriophyllum aquaticum
NY_01498103.txt	mitreola petiolata	mitreola petiolata
WIS-L-0011734_lg.txt	vaccinium uliginosum	vaccinium uliginosum
TENN-L-0000072_lg.txt	pinus flexilig	pinus flexilis
NY_01334438.txt	capraria biflora	capraria biflora
NY_01334391.txt	capraria biflora	capraria biflora
NY_01498090.txt	mitreola petiolata	mitreola petiolata
NY_00617450.txt	daucus carota	daucus carota
NY01075822_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
NY_00020326.txt	forestiera eggersiana	forestiera eggersiana
WIS-L-0012041_lg.txt	picea mariana	picea mariana
TENN-L-0000089_lg.txt	alectoria nigricans	alectoria nigricans
NY01075831_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
NY01075790_lg.txt	arthopvrenia cinchonae	arthopyrenia cinchonae
NY_01334334.txt	buchnera longifolia	buchnera longifolia
WIS-L-0012056_lg.txt	picea mariana	picea mariana
NY_00819601.txt	ludwigia peploides	ludwigia peploides
NY_01334508.txt	lindernia crustacea	lindernia crustacea
NY_01334464.txt	capraria biflora	capraria biflora
NY_01498155.txt	spigelia anthelmia	spigelia anthelmia
NY01075806_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
NY_00040919.txt	manilkara bidentata	manilkara bidentata
WIS-L-0012052_lg.txt	picea mariana	picea mariana
NY_01498113.txt	mitreola petiolata	mitreola petiolata
WIS-L-0012071_lg.txt	circaea alpina	circaea alpina
NY_00641566.txt	bambusa tuldoides	bambusa tuldoides
NY_00040685.txt	jasminum fluminense	jasminum fluminense
NY01075775_lg.txt	pyrenocollema tichothecioides	pyrenocollema tichothecioides
TENN-L-0000013_lg.txt	acroscyphus sphaerophoroides	acroscyphus sphaerophoroides
NY01075818_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
NY_01498166.txt	spigelia anthelmia	spigelia anthelmia
WIS-L-0012077_lg.txt	ledum palustre	ledum palustre
NY01075768_lg.txt	pyrenocollema halodytes	pyrenocollema halodytes
NY01075792_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
NY_00754868.txt	bambusa multiplex	bambusa multiplex
NY_01498191.txt	spigelia anthelmia	spigelia anthelmia
