NY_00754872.txt	familia gramineae	ramalina fraxinea
NY01075765_lg.txt	pyrenocollema atlanticum	pyrenocollema atlanticum
EMEC609488_Cerceris_compacta.txt	erceris compacta	ericameria compacta
NY_01334374.txt	capraria biflora	capraria biflora
NY_00413589.txt	antilles myriophyllum	achillea macrophylla
NY_01498103.txt	mitreola petiolata	mitreola petiolata
WIS-L-0011734_lg.txt	cetraria lacnigatum	tragia laciniata
TENN-L-0000072_lg.txt	alectoria jubata	setaria barbata
NY_01334438.txt	capraria biflora	capraria biflora
NY_01334391.txt	capraria biflora	capraria biflora
NY_01498090.txt	mitreola petiolata	mitreola petiolata
NY_00617450.txt	daucus carota	daucus carota
NY01075822_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
NY_00198993.txt	santa clara	lantana camara
WIS-L-0012062_lg.txt	collocaulon muricatum	pterocaulon virgatum
NY_00020326.txt	forestiera eggersiana	forestiera eggersiana
WIS-L-0012041_lg.txt	picea mariana	packera hartiana
EMEC609882_Cerceris_convergens.txt	eriogonum fasciculatum	eriogonum apiculatum
TENN-L-0000089_lg.txt	alectoria nigricans	alectoria nigricans
NY01075831_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
EMEC609879_Cerceris_convergens.txt	sierra vista	saperda vestita
WIS-L-0012070_lg.txt	cetrelia cetrarioides	vetiveria zizanioides
NY01075790_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
NY_01334334.txt	buchnera longifolia	bouchea linifolia
WIS-L-0012056_lg.txt	cetraria laevigata	centaurea virgata
EMEC609826_Cerceris_convergens.txt	croton californicus	croton californicus
NY_00819601.txt	ludwigia peploides	ludwigia peploides
NY_01334508.txt	allioni lindernia	alphitonia ponderosa
NY_01334464.txt	capraria biflora	capraria biflora
EMEC609828_Cerceris_convergens.txt	eriogonum inflatum	eriogonum alatum
NY_01334433.txt	capraria biflora	capraria biflora
NY_01498155.txt	spigelia anthelmia	spigelia anthelmia
NY_00413475.txt	jasminium fluminense	desmodium illinoense
NY_01498039.txt	carde estate	carex vestita
WIS-L-0012025_lg.txt	cetraria islandica	crotalaria assamica
NY01075806_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
NY_00040919.txt	dominica sapotaceae	toninia alutacea
NY01075766_lg.txt	balanus balanoides	glinus lotoides
WIS-L-0012052_lg.txt	cetraria laevagate	cetraria laevigata
NY_01498113.txt	mitreola petiolata	mitreola petiolata
TENN-L-0000061_lg.txt	alectoria jubata	setaria barbata
WIS-L-0012071_lg.txt	cetrelia cetrarioides	vetiveria zizanioides
EMEC609705_Cerceris_conifrons.txt	parryella filifolia	garrya buxifolia
NY_01334493.txt	familia linosella	adelia ricinella
NY_01498065.txt	flowers whitish	colomerus vitis
NY_00641566.txt	gramineae bambusa	gratiola ramosa
NY_00040685.txt	jasminum fluminense	jasminum fluminense
TENN-L-0000063_lg.txt	alectoria jubata	setaria barbata
NY01075775_lg.txt	pyrenocollema tichothecioides	pyrenocollema tichothecioides
TENN-L-0000013_lg.txt	acroscyphus sphaerophoroides	acroscyphus sphaerophoroides
NY01075818_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
NY_01498166.txt	spigelia anthelmia	spigelia anthelmia
NY01075837_lg.txt	taxodium fraxinus	desmodium gramineum
WIS-L-0012077_lg.txt	cetraria delisea	setaria vulpiseta
NY01075768_lg.txt	pyrenocollema halodytes	pyrenocollema halodytes
NY01075792_lg.txt	arthopyrenia cinchonae	arthopyrenia cinchonae
NY_00754868.txt	bambusa multiplex	bambusa multiplex
NY_01498191.txt	spigelia anthelmia	spigelia anthelmia
TENN-L-0000084_lg.txt	widulis lichens	mimulus ringens
