filename,id_v1,sec1,id_v2,sec2,id_v3,sec3
EMEC609488_Cerceris_compacta.txt,304,38,304,38,308,62
EMEC609504_Cerceris_compacta.txt,301,9,311,17,313,19
EMEC609515_Cerceris_compacta.txt,301,17,306,15,318,25
EMEC609523_Cerceris_compacta.txt,301,23,314,24,318,29
EMEC609529_Cerceris_compacta.txt,301,24,312,62,318,27
EMEC609543_Cerceris_compacta.txt,301,17,306,21,307,18
EMEC609600_Cerceris_compacta.txt,305,11,315,12,317,10
EMEC609601_Cerceris_compacta.txt,306,6,310,6,318,23
EMEC609612_Cerceris_compacta.txt,301,46,306,27,310,106
EMEC609623_Cerceris_compacta.txt,301,8,306,6,307,14
EMEC609639_Cerceris_compar_compar.txt,301,14,48,15,67,7
EMEC609675_Cerceris_conifrons.txt,301,12,303,20,307,12
EMEC609686_Cerceris_conifrons.txt,301,9,305,15,306,8
EMEC609696_Cerceris_conifrons.txt,308,26,318,34,48,16
EMEC609705_Cerceris_conifrons.txt,303,38,310,91,318,107
EMEC609711_Cerceris_convergens.txt,301,11,309,13,318,31
EMEC609719_Cerceris_convergens.txt,301,82,313,22,318,18
EMEC609722_Cerceris_convergens.txt,318,20,48,10,67,7
EMEC609740_Cerceris_convergens.txt,301,24,306,48,307,116
EMEC609764_Cerceris_convergens.txt,301,18,302,21,306,16
EMEC609785_Cerceris_convergens.txt,301,12,307,9,317,10
EMEC609803_Cerceris_convergens.txt,301,17,306,23,48,16
EMEC609826_Cerceris_convergens.txt,317,13,318,21,48,41
EMEC609828_Cerceris_convergens.txt,301,52,303,41,304,10
EMEC609879_Cerceris_convergens.txt,301,20,306,16,310,145
EMEC609880_Cerceris_convergens.txt,301,10,305,28,306,9
EMEC609882_Cerceris_convergens.txt,306,45,307,22,313,19
EMEC609885_Cerceris_convergens.txt,305,19,308,24,309,19
EMEC609900_Stigmus_sp.txt,301,8,307,136,311,21
EMEC609903_Stigmus_sp.txt,301,7,307,6,310,7
EMEC609926_Stigmus_sp.txt,301,4,306,11,307,3
EMEC609939_Stigmus_sp.txt,311,49,314,29,316,35
EMEC609987_Aphilanthops_foxi.txt,315,29,317,13,318,43
EMEC609997_Aphilanthops_foxi.txt,301,11,304,57,304,57
NY01075765_lg.txt,307,31,318,32,48,30
NY01075766_lg.txt,301,22,302,25,313,42
NY01075768_lg.txt,301,17,311,22,317,20
NY01075775_lg.txt,306,41,318,47,48,41
NY01075790_lg.txt,301,19,306,38,318,54
NY01075792_lg.txt,318,38,48,10,67,8
NY01075806_lg.txt,314,84,317,13,318,48
NY01075818_lg.txt,306,46,309,16,310,67
NY01075822_lg.txt,301,62,311,29,312,49
NY01075827_lg.txt,302,21,310,24,317,15
NY01075831_lg.txt,311,25,316,25,318,48
NY01075837_lg.txt,308,58,310,27,316,11
NY_00020326.txt,301,32,310,40,318,141
NY_00040685.txt,302,74,316,26,317,19
NY_00040919.txt,301,26,307,19,313,38
NY_00198945.txt,301,48,318,136,48,47
NY_00198993.txt,306,62,307,116,318,110
NY_00413475.txt,301,27,309,22,318,52
NY_00413589.txt,301,35,301,35,306,39
NY_00499439.txt,306,32,314,106,318,54
NY_00617450.txt,301,20,318,38,48,28
NY_00641566.txt,301,52,303,120,311,133
NY_00754868.txt,307,29,317,25,318,40
NY_00754872.txt,301,23,303,43,307,23
NY_00819601.txt,305,64,306,78,317,40
NY_01334326.txt,315,38,317,17,318,40
NY_01334334.txt,307,19,317,38,318,93
NY_01334374.txt,301,31,302,31,315,71
NY_01334391.txt,302,23,306,44,307,31
NY_01334433.txt,303,34,318,44,48,25
NY_01334438.txt,303,38,306,42,307,18
NY_01334464.txt,301,24,318,73,48,15
NY_01334493.txt,303,47,306,69,310,39
NY_01334508.txt,301,22,306,30,307,20
NY_01497987.txt,302,143,306,61,308,125
NY_01498039.txt,306,46,309,18,318,84
NY_01498043.txt,306,26,318,135,48,11
NY_01498065.txt,301,24,307,23,311,73
NY_01498090.txt,303,42,304,34,306,65
NY_01498103.txt,311,86,318,25,48,47
NY_01498113.txt,318,148,48,27,67,54
NY_01498139.txt,318,64,48,17,67,39
NY_01498155.txt,301,46,306,30,318,48
NY_01498166.txt,318,58,48,25,67,9
NY_01498191.txt,301,27,306,44,310,31
TENN-L-0000013_lg.txt,312,53,48,27,67,18
TENN-L-0000019_lg.txt,305,116,307,93,312,22
TENN-L-0000028_lg.txt,301,22,302,44,306,40
TENN-L-0000035_lg.txt,301,17,303,57,318,47
TENN-L-0000047_lg.txt,301,9,306,21,318,30
TENN-L-0000057_lg.txt,301,21,302,34,310,28
TENN-L-0000058_lg.txt,301,10,303,22,304,25
TENN-L-0000061_lg.txt,302,24,310,20,318,32
TENN-L-0000063_lg.txt,301,16,306,58,311,134
TENN-L-0000072_lg.txt,301,15,305,25,306,23
TENN-L-0000084_lg.txt,302,28,310,135,314,42
TENN-L-0000089_lg.txt,309,15,318,52,48,21
WIS-L-0011734_lg.txt,301,19,303,33,318,66
WIS-L-0012025_lg.txt,301,16,310,60,317,37
WIS-L-0012041_lg.txt,306,45,48,16,67,16
WIS-L-0012052_lg.txt,303,27,317,23,318,22
WIS-L-0012056_lg.txt,301,25,302,47,307,39
WIS-L-0012062_lg.txt,318,43,48,28,67,13
WIS-L-0012070_lg.txt,310,101,316,25,318,112
WIS-L-0012071_lg.txt,317,18,318,79,48,35
WIS-L-0012077_lg.txt,306,30,316,21,318,86
