filename	id_v1	sec1	id_v2	sec2	id_v3	sec3
NY01075765_lg.jpg	307	31	318	32	48	30
NY01075766_lg.jpg	301	22	302	25	313	42
NY01075768_lg.jpg	301	17	311	22	317	20
NY01075775_lg.jpg	306	41	318	47	48	41
NY01075790_lg.jpg	301	19	306	38	318	54
NY01075792_lg.jpg	318	38	48	10	67	8
NY01075806_lg.jpg	314	84	317	13	318	48
NY01075818_lg.jpg	306	46	309	16	310	67
NY01075822_lg.jpg	301	62	311	29	312	49
NY01075827_lg.jpg	302	21	310	24	317	15
NY01075831_lg.jpg	311	25	316	25	318	48
NY01075837_lg.jpg	308	58	310	27	316	11
TENN-L-0000013_lg.jpg	312	53	48	27	67	18
TENN-L-0000019_lg.jpg	305	116	307	93	312	22
TENN-L-0000028_lg.jpg	301	22	302	44	306	40
TENN-L-0000035_lg.jpg	301	17	303	57	318	47
TENN-L-0000047_lg.jpg	301	9	306	21	318	30
TENN-L-0000057_lg.jpg	301	21	302	34	310	28
TENN-L-0000058_lg.jpg	301	10	303	22	304	25
TENN-L-0000061_lg.jpg	302	24	310	20	318	32
TENN-L-0000063_lg.jpg	301	16	306	58	311	134
TENN-L-0000072_lg.jpg	301	15	305	25	306	23
TENN-L-0000084_lg.jpg	302	28	310	135	314	42
TENN-L-0000089_lg.jpg	309	15	318	52	48	21
WIS-L-0011734_lg.jpg	301	19	303	33	318	66
WIS-L-0012025_lg.jpg	301	16	310	60	317	37
WIS-L-0012041_lg.jpg	306	45	48	16	67	16
WIS-L-0012052_lg.jpg	303	27	317	23	318	22
WIS-L-0012056_lg.jpg	301	25	302	47	307	39
WIS-L-0012062_lg.jpg	318	43	48	28	67	13
WIS-L-0012070_lg.jpg	310	101	316	25	318	112
WIS-L-0012071_lg.jpg	317	18	318	79	48	35
WIS-L-0012077_lg.jpg	306	30	316	21	318	86
