filename	id_v1	sec1	id_v2	sec2	id_v3	sec3
NY01075765_lg.txt	102	13	104	28	105	20
NY01075766_lg.txt	104	37	105	10	107	11
NY01075768_lg.txt	104	56	105	15	107	8
NY01075775_lg.txt	102	12	103	28	104	19
NY01075790_lg.txt	104	12	105	14	107	9
NY01075792_lg.txt	104	21	105	31	107	13
NY01075806_lg.txt	104	16	105	11	107	17
NY01075818_lg.txt	104	13	105	8	107	11
NY01075822_lg.txt	104	15	105	7	107	11
NY01075827_lg.txt	104	23	105	19	107	9
NY01075831_lg.txt	104	23	105	18	107	9
NY01075837_lg.txt	104	13	105	9	107	10
TENN-L-0000013_lg.txt	104	19	105	25	107	31
TENN-L-0000019_lg.txt	104	28	107	10	110	11
TENN-L-0000028_lg.txt	104	13	105	51	107	10
TENN-L-0000035_lg.txt	101	70	104	29	105	16
TENN-L-0000047_lg.txt	102	12	104	14	105	7
TENN-L-0000057_lg.txt	104	20	105	17	107	14
TENN-L-0000058_lg.txt	101	9	104	12	104	9
TENN-L-0000061_lg.txt	104	18	104	17	105	9
TENN-L-0000063_lg.txt	105	53	107	21	110	7
TENN-L-0000072_lg.txt	104	16	105	9	107	13
TENN-L-0000084_lg.txt	104	59	105	29	106	12
TENN-L-0000089_lg.txt	104	17	105	10	107	13
WIS-L-0011734_lg.txt	104	18	105	61	107	12
WIS-L-0012025_lg.txt	102	15	104	14	105	7
WIS-L-0012041_lg.txt	101	13	104	11	105	15
WIS-L-0012052_lg.txt	103	10	104	38	105	13
WIS-L-0012056_lg.txt	101	16	104	15	105	10
WIS-L-0012062_lg.txt	104	27	105	13	107	10
WIS-L-0012070_lg.txt	101	40	103	22	104	31
WIS-L-0012071_lg.txt	104	17	105	12	107	8
WIS-L-0012077_lg.txt	104	13	105	11	107	10
