filename	id_v1	sec1	id_v2	sec2	id_v3	sec3
NY01075765_lg.jpg	37	11	75	17	80	23
NY01075766_lg.jpg	37	6	75	8		
NY01075768_lg.jpg	37	23	75	13	80	22
NY01075775_lg.jpg	37	13	75	9	80	19
NY01075790_lg.jpg	37	13	75	13	80	31
NY01075792_lg.jpg	37	6	75	8		
NY01075806_lg.jpg	37	15	75	21	80	21
NY01075818_lg.jpg	75	14	80	28		
NY01075822_lg.jpg	37	6	75	7		
NY01075827_lg.jpg	37	36	75	14	80	25
NY01075831_lg.jpg	37	10	75	8		
NY01075837_lg.jpg	75	8	80	12		
TENN-L-0000013_lg.jpg	37	12	75	13	80	24
TENN-L-0000019_lg.jpg	37	6	75	6		
TENN-L-0000028_lg.jpg	37	9	75	16	80	26
TENN-L-0000035_lg.jpg	75	35	80	72		
TENN-L-0000047_lg.jpg	75	22	80	40		
TENN-L-0000057_lg.jpg	37	7	75	20	80	24
TENN-L-0000058_lg.jpg	37	5	75	6	80	17
TENN-L-0000061_lg.jpg	37	11	75	22	80	22
TENN-L-0000063_lg.jpg	37	5	75	10	80	21
TENN-L-0000072_lg.jpg	37	24	75	11		
TENN-L-0000084_lg.jpg	37	13	75	15	80	17
TENN-L-0000089_lg.jpg	37	13	75	14		
WIS-L-0011734_lg.jpg	37	5	75	10		
WIS-L-0012025_lg.jpg	37	18	75	11	80	32
WIS-L-0012041_lg.jpg	37	4	75	7		
WIS-L-0012052_lg.jpg	37	5	75	10		
WIS-L-0012056_lg.jpg	37	11	75	10	80	35
WIS-L-0012062_lg.jpg	37	5	75	9		
WIS-L-0012070_lg.jpg	37	7	75	8	80	23
WIS-L-0012071_lg.jpg	37	12	75	13	80	20
WIS-L-0012077_lg.jpg	37	11	75	18		
