SF_3307206.txt	6 miles
SF_3307206.txt	R.K. Godfrey
SF_3307537.txt	TAYLOR Hieracium
SF_3307537.txt	Nash Longleaf
SF_3307537.txt	tall; well
SF_3307537.txt	slight Sandy
SF_3307537.txt	apparently mowed each
SF_3307537.txt	between Perry
SF_3307537.txt	Econfina River
SF_3307537.txt	miles eastward
SF_3307537.txt	Econfina River
SF_3307189.txt	Eupatorium album
SF_3307189.txt	L. Escambia
SF_3307189.txt	and Lanier
SF_3307189.txt	pine woods
SF_3307189.txt	With Solidago
SF_3307189.txt	James R. Burkhaiter
SF_3307189.txt	R. Tinsley
SF_3306903.txt	Florida Plants
SF_3306903.txt	Conoclinium coelestinum
SF_3306903.txt	Escambia Co.
SF_3306903.txt	near Pensacola
SF_3306903.txt	James R. Bu
SF_3307421.txt	Florida Helenium
SF_3307421.txt	autumnale L. Escambia
SF_3307421.txt	Along w bank
SF_3307421.txt	Escambia River
SF_3307421.txt	dirt road above
SF_3307421.txt	Plant ca
SF_3307421.txt	Not abundant
SF_3307421.txt	James R. Bu
SF_3308247.txt	Youngia japonica
SF_3308247.txt	old City
SF_3308247.txt	lawn just
SF_3308247.txt	Shine Plot
SF_3308247.txt	Abundantly scattered
SF_3308247.txt	James R. Bu
SF_3306740.txt	MADISON Carphephorus
SF_3306740.txt	Predominantly just within
SF_3306760.txt	pseudoliatris Cass
SF_3306760.txt	Escambia Co.
SF_3306760.txt	Property Rd
SF_3306760.txt	Low wiregrass savahhah
SF_3306760.txt	With Aristida
SF_3306760.txt	James R.
SF_3306867.txt	horridulum Michx
SF_3306867.txt	Escambia Co.
SF_3306867.txt	near Pensacola
SF_3306867.txt	turbed area
SF_3306867.txt	With Eupatorium
SF_3306867.txt	Rumex hastatulus
SF_3306867.txt	James R.
SF_3307209.txt	Erigeron vernus
SF_3307209.txt	G. Mt. Plymouth
SF_3307209.txt	R. and J. Daubenmire
SF_3308198.txt	HERBARIUM University
SF_3308198.txt	Vernonia gigantea
SF_3308198.txt	ex Branner
SF_3308198.txt	Escambia Co.
SF_3308198.txt	near Pensacola
SF_3308198.txt	Private estate
SF_3308198.txt	Bonanza Dr. North
SF_3308198.txt	Donald H. Ray
SF_3306942.txt	Florida Coreopsis
SF_3306942.txt	L. Escambia
SF_3306942.txt	near Pensacola
SF_3306942.txt	jogging trail across University Prkwy
SF_3306942.txt	Sandy area
SF_3306942.txt	Rays yellow
SF_3306942.txt	With Panicum aciculare
SF_3306942.txt	James A. Burkhalter
SF_3306863.txt	T. &
SF_3306863.txt	Locally abundant
SF_3306863.txt	R.K. Godfrey
SF_3307012.txt	Florida Eclipta
SF_3307012.txt	L. Escambia
SF_3307012.txt	Palafox and Main
SF_3307012.txt	Relatively dry
SF_3307012.txt	Richardia brasiliensis
SF_3307012.txt	James R.
SF_3308014.txt	Sericocarpus tortifolius
SF_3308014.txt	Nees Walton
SF_3308014.txt	near Point Washington
SF_3308014.txt	Point Washington State Forest
SF_3308014.txt	Disturbed flatwoods
SF_3308014.txt	With Aristida
SF_3307984.txt	vulgaris L. Escambia
SF_3307984.txt	near Pensacola
SF_3307984.txt	N. Palafox St.
SF_3307984.txt	A few
SF_3307984.txt	With Chamae
SF_3307984.txt	James R. Bu
SF_3307984.txt	J. F. Jordan
SF_3306509.txt	Florida Aster
SF_3306509.txt	T.&G. Liberty
SF_3306509.txt	Sumatra County
SF_3306509.txt	N side
SF_3306509.txt	with Liatris
SF_3306509.txt	Polygala cruciata
SF_3306509.txt	Frank R. Hedges
SF_3307404.txt	Florida Helenium
SF_3307404.txt	Rock Escambia
SF_3307404.txt	J. M. Fields shopping
SF_3307404.txt	N. Ninth
SF_3307404.txt	With Liatris
SF_3307404.txt	James R. Bu
SF_3307523.txt	& Rusby Gulf
SF_3307523.txt	Just inland
SF_3307523.txt	With Chrysoma
SF_3307523.txt	James R. Bu
SF_3307953.txt	HERBARIUM University
SF_3307953.txt	Florida Rudbeckia triloba
SF_3307953.txt	L. Escambia
SF_3307953.txt	Private estate
SF_3307953.txt	Angus Circle
SF_3307953.txt	Obtained from commercial
SF_3307953.txt	Richard R. Mason
SF_3307310.txt	Florida Gaillardia
SF_3307310.txt	Okaloosa County
SF_3307310.txt	Cleared lot along Highway
SF_3307310.txt	Reynolds Recycling
SF_3307310.txt	Date April
SF_3307310.txt	Pettit No
SF_3306346.txt	Locally abundant
SF_3306346.txt	large lawn
SF_3306346.txt	R.K. Godfrey
SF_3306483.txt	T.&G. Liberty
SF_3306483.txt	Roadside ditch
SF_3306483.txt	Frank R. Hedges
SF_3307831.txt	Nicevil Mary Esther
SF_3307831.txt	aspera (Shuttl
SF_3307831.txt	farms 5
SF_3307831.txt	Kemper Pondi
SF_3307831.txt	Sandy pinelands
SF_3307831.txt	rolling hills
SF_3307831.txt	Quercus laevis
SF_3307831.txt	Q. margaretta
SF_3307831.txt	B. Margin
SF_3307831.txt	With Xyris
SF_3307831.txt	Mayaca aubletii
SF_3307831.txt	Habenaria repens
SF_3307831.txt	Lycopus pubens
SF_3307831.txt	, Sphagnum
SF_3307831.txt	T. 1 N
SF_3307831.txt	Shalimar Choctai
SF_3307831.txt	Pityopsis aspera
SF_3306623.txt	Flora of Santa Rosa Island Balduina
SF_3306623.txt	Okaloosa Co.
SF_3306623.txt	Walton Beach
SF_3306623.txt	Santa Rosa Island
SF_3306623.txt	Mir- acle Strip Prkwy
SF_3306623.txt	Coastal strand shrub
SF_3306623.txt	zone behind beachside
SF_3306623.txt	With Ceratiola
SF_3306623.txt	Quercus geminata
SF_3306623.txt	James R. Burkholton
SF_3306555.txt	umbellatus P. Mill
SF_3306555.txt	Santa Rosa
SF_3306555.txt	(Quintette
SF_3306555.txt	Wiregrass savannah
SF_3306555.txt	H. ciliaris
SF_3306555.txt	J. R. Bu
SF_3306555.txt	D. Hardin
SF_3307886.txt	Florida Pluchea
SF_3307886.txt	rosea Godfrey Escambia
SF_3307886.txt	near Pensacola
SF_3307886.txt	With Ludwigia
SF_3307886.txt	reola angustifolia
SF_3307886.txt	James R.
SF_3306644.txt	Balduina uniflora
SF_3306644.txt	Eglin Air Force
SF_3306644.txt	- Mary Esther Gulfarium
SF_3306644.txt	John C. Beasley State Park Eglin
SF_3306644.txt	with Serenoa repens
SF_3306644.txt	, Xyris
SF_3306644.txt	Sabatia brevifolia
SF_3306644.txt	Kalmia hirsuta
SF_3306644.txt	duina uniflora
SF_3306644.txt	Sorghastrum secundum
SF_3306644.txt	Quercus pumila
SF_3306644.txt	Seymeria cassioides
SF_3306644.txt	, Liatris
SF_3306644.txt	, Helianthus
SF_3306644.txt	R 25
SF_3307704.txt	from steephead
SF_3307704.txt	wooded with
SF_3307704.txt	Quercus hemisphaerica
SF_3307704.txt	and Carya
SF_3307704.txt	near xeric
SF_3307704.txt	this collection
SF_3307704.txt	a small
SF_3307704.txt	and robust
SF_3307704.txt	collected beneath
SF_3307704.txt	steephead and
SF_3307704.txt	Little Sweetwater Creek
SF_3307704.txt	from its jct
SF_3307704.txt	R.K. Godfrey
SF_3306595.txt	Flora of Santa Rosa Island Baccharis
SF_3306595.txt	L. Escambia
SF_3306595.txt	Santa Rosa Island
SF_3306595.txt	Pensacola Beach
SF_3306595.txt	James R. Bu
SF_3306593.txt	Flora of Santa Rosa Island Baccharis
SF_3306593.txt	L. Escambia
