R.K. Godfrey Herbarium (FSU) 	0	12	RECORDEDBY
Collected by R. K. Godfrey 	13	26	RECORDEDBY
R.K. Godfrey Herbarium (FSU) 1 119 HERBARIUM 157070 FLORIDA STATE UNIVERSITY 	0	12	RECORDEDBY
R. K. Godfrey NO.	0	13	RECORDEDBY
COLLECTED BY: A.G.SHUEY	14	23	RECORDEDBY
16 May 1996 Loran c. Anderson no.	12	29	RECORDEDBY
Loran c. Anderson	0	17	RECORDEDBY
W. 10 May 2007 Loran C. Anderson	15	32	RECORDEDBY
K. Craddock Burks # 403 15 February 1990 	0	17	RECORDEDBY
Jun 2009 2000 Loran C. Anderson no.	14	31	RECORDEDBY
Loran C. Anderson no.	0	17	RECORDEDBY
BY: DATE: Heins, Schadow 4/12/69 	10	24	RECORDEDBY
BY: DATE: 17 Debbie Chapman May 1, 1971 	13	27	RECORDEDBY
James R. Burkhalter 	0	19	RECORDEDBY
James R. Burkhalter 	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
Janet S. Bunch det.	0	14	RECORDEDBY
Erdman West 23 May 1946 Det.	0	11	RECORDEDBY
Erdman West :NE 6ן זין זין 5יייייייייייייייייייייייייייייייייייייייין E00 	0	11	RECORDEDBY
Erdman West 23 May 1946 Det.	0	11	RECORDEDBY
Erdman West 	0	11	RECORDEDBY
E. S. Ford Det.	0	10	RECORDEDBY
W.G. D'Arcy December 1968 5ייייייף ואינדיויויויויויויויויויויויויויןיזיןידי INCH 6!	0	11	RECORDEDBY
John Beckner 1605 4 November 1966 det.	0	12	RECORDEDBY
W. G. D'Arcy 1527 det.	0	12	RECORDEDBY
W.G. D'Arcy 1629 det.	0	11	RECORDEDBY
W.G. D'Arcy December 1968 Bruce F. Hansen 1994 	0	11	RECORDEDBY
Tom MacCubbin 14 Aug. 1989 det.	0	13	RECORDEDBY
Collected by R. K. Godfrey 	13	26	RECORDEDBY
Lillian E. Arnold Date.	0	17	RECORDEDBY
George Avery 27 Aug 1964 conf.	0	12	RECORDEDBY
S. C. Hood 	0	10	RECORDEDBY
W. C. Brumbach 5625	0	14	RECORDEDBY
David W. Hall #1735 Det.	0	13	RECORDEDBY
George N. Avery det.	0	15	RECORDEDBY
E. S. Ford Det.	0	10	RECORDEDBY
PAUL M. CASSEN 	0	14	RECORDEDBY
James R. Burkhalter 5479 31	0	19	RECORDEDBY
« HERBARIUM OF S. C. HOOD 2491 pomala punchurata	15	25	RECORDEDBY
HERBARIUM OF S.C.Hood. 	13	21	RECORDEDBY
L. D. Ober det.	0	10	RECORDEDBY
L. Baltzell#9866 Kent D. Perkins 	0	11	RECORDEDBY
J.B.McFarlin DET. 	0	12	RECORDEDBY
J. B. McFarlin DET. 	0	14	RECORDEDBY
D. B. Ward #1746 det.	0	10	RECORDEDBY
X OXALIS (George Eiten letter, 19 Oct 1967, to D. B. Ward) Ward 6503.	47	57	RECORDEDBY
D. B. Ward 6503 det.	0	10	RECORDEDBY
D. B. Ward 7149 16	0	10	RECORDEDBY
L. Baltzell #806b det.	0	11	RECORDEDBY
L. Baltzell #1669 det.	0	11	RECORDEDBY
K. Craddock Burks # 1159 25 June 1999 With Jackie Smith, Joe Certain Dup. @	0	17	RECORDEDBY
Collected by: Alexandra Feliciano Date: 10-11-06 	14	33	RECORDEDBY
James R. Burkhalter Det.	0	19	RECORDEDBY
James R. Burkhalter Det JRB 	0	19	RECORDEDBY
A. CUTHBERT. 	0	11	RECORDEDBY
G.F.Weber	0	9	RECORDEDBY
Monticello, Fla Fred Walker.. 	16	27	RECORDEDBY
Lillian Arnold .....	0	14	RECORDEDBY
J.B. McFarlin 7798 DET. 	0	13	RECORDEDBY
W.G. D'Arcy 1521 22 April 1967 det.	0	11	RECORDEDBY
W.G. D'Arcy December 1968 ין	0	11	RECORDEDBY
W.G. D'Arcy 1417 13	0	11	RECORDEDBY
W.G. D'Arcy 	0	11	RECORDEDBY
Peter W. Alcorn	0	15	RECORDEDBY
Bessie Kirk Det.	0	11	RECORDEDBY
Erdman West. 	0	11	RECORDEDBY
Allen G. Shuey	0	14	RECORDEDBY
