filename	id_v1	event_date1	id_v2	event_date2	id_v3	event_date3
NY_00020326.txt	104	Oct. 28, 1994	104	Dec. 28, 1994	105	28 oct 1994
NY_00040685.txt	104	Nov. 4, 1994	105	november 4, 1994	107	November 4. 1944
NY_00040919.txt	104	Aug. 24, 1992	105	August 24, 1992	107	August 24, 1992
NY_00198945.txt	104	Sept. 1913	105	Sept 1913	107	September 1913
NY_00198993.txt	104	March 12, 1931	105	12 March 1931	107	March 12, 1931
NY_00413475.txt	101	10/15/1980	104	Oct. 15, 1980	105	october 15 1980
NY_00413589.txt	102	10 March 1993	103	10 March 1993	104	March 10, 1993
NY_00499439.txt	103	31 August 1905	105	Aug31-sept 20 1905	107	August 31- September 20, 1905
NY_00617450.txt	105	sept 2 1946	107	September 2, 1946	108	SEPT 2, 1946
NY_00641566.txt	104	Feb. 10, 1983	105	10 february 1983	107	10 February 1983
NY_00754868.txt	104	May 16, 200	105	16 may 2000	105	16 may 2000
NY_00754872.txt	105	10/3/79	107	10/3/79	108	10/3/1979
NY_00819601.txt	104	March 13, 1913	105	13 march 1913	107	March 13, 1913
NY_01334326.txt	104	Aug. 24, 1904	105	Aug 24 1904	107	August 24 1904
NY_01334334.txt	104	July 11, 1985	105	11 julio 1985	107	11 July 1985
NY_01334374.txt	104	Jan. 12, 1962	105	12 January 1962	107	12 January 1962
NY_01334391.txt	104	May 20, 1955	105	may 20 1955	106	May 20 1955
NY_01334433.txt	104	1860	107	1860	110	1860
NY_01334438.txt	105	23 Ene 1985	107	23 January 1985	110	30 July 1996
NY_01334464.txt	103	February 1896	107	February 1896	110	Feb 1896
NY_01334493.txt	104	Jan. 20, 1975	105	20 enero 1975	107	20 January 1975
NY_01334508.txt	102	April 20, 1964	104	April 30, 1964	105	April 30, 1964
NY_01497987.txt	104	Oct. 1934	105	oct 1934	106	Oct 1934
NY_01498039.txt	104	May 7, 1938	107	7 May 1938	108	7TH MAY 1938
NY_01498043.txt	104	Aug. 31-Sept. 20, 1905	105	aug 31- sept 20, 1905	106	Aug 31-Sept 20 1905
NY_01498065.txt	104	Dec. 8, 1976	105	8 December 1976	107	December 8. 1976
NY_01498090.txt	102	June 7, 1979	104	June 7, 1979	105	june 7 1979
NY_01498103.txt	103	8 March 1916	104	March 8, 1916	105	march 8 1916
NY_01498113.txt	104	1860-1864	105	27 March 1885	107	27 March 1885
NY_01498139.txt	104		105	1899	107	1899
NY_01498155.txt	102	12/68	104	Marach 1890	105	March, 1890
NY_01498166.txt	103	24 June 1991	104	June 24, 1991	105	24 June 1991
NY_01498191.txt	104	June 6, 1977	105	June 6, 1977	107	June 6, 1977

