filename	id_v1	value1	id_v2	value2	id_v3	value3
NY_00020326.jpg	37	T.A. Zanoni, D. Atha & M. Vives	75	T. A. Zanoni, D. Atha, M. Vives	80	T.A. Zamimi, D. Atha & M. Vives
NY_00040685.jpg	37	Daniel Atha with Thomas A. Zanoni, Jose Cedeno	75	Daniel Atha with Thomas A. Zanoni, Jose Cedeno		
NY_00040919.jpg	37	James Higgins with Prosper Paris	75	James Higgins with Prosper Paris		
NY_00198945.jpg	37	Stewardson Brown, N.L. Britton, E.J. Wortley	75	Stewardson Brown, N. L. Britton, E. J. Wortley	80	STEWARDSON BROWN, N. L. BRITTON, N. J. WORTLEY
NY_00198993.jpg	37	J.G. Jack	75	J. G. Jack	80	J.G. Jack
NY_00413475.jpg	75	M. Mejia, T. Zanoni	80	M. Mejias, T. Zanoni		
NY_00413589.jpg	37	Steven R. Hill	75	Steven R. Hill		
NY_00499439.jpg	37	Stewardson Brown, N.L. Britton	75	Stewardson Brown, N. L. Britton	80	STEWARDSON BROWN, N. L. BRITTON
NY_00617450.jpg	37	R. A. & E. S. Howard	75	R. A. & E. S. Howard	80	R. A. & E. S. Howard
NY_00641566.jpg	37	Thomas R. Soderstrom	75	Thomas R. Soderstrom	80	Thomas R. Soderstrom
NY_00754868.jpg	37		75	G. J. Breckon	80	
NY_00754872.jpg	37	Alain H., Perfa Liogier, N.J. Melo	75	Alain H. & Perfa Liogier & N. J. Melo.	80	Alain H. & Perfa, Liogier & N.J. Melo.
NY_00819601.jpg	37	J.A. Shafer	75	J. A. Shafer	80	J. A. SHAFER
NY_01334326.jpg	37	N.L. Britton, L.J.K. Brace	75	N. L. Britton, L. J. K. Brace	80	N. L. BRITTON, L. J. K. BRACE
NY_01334334.jpg	37	T. Zanoni	75	T. Zanoni		
NY_01334374.jpg	75	George R. Cooley	80	J. William & B. L. Tunner		
NY_01334391.jpg	37	Bro. Alain	75	Bro. Alain	80	J. William & B. L. Tunner
NY_01334433.jpg	37	C. Wright	75	C. Wright	80	C. WRIGHT
NY_01334438.jpg	37	R. Garcia, F. Jimenez	75	R. Garcia, F. Jimenez		
NY_01334464.jpg	37	Alfred. E. Ricksecker	75	Alfred E. Ricksecker	80	ALFRED E. RICKSECKER.
NY_01334493.jpg	37	R. Lowden	75	Col. R. Lowden		
NY_01334508.jpg	37	Brother Alain Liogier	75	Brother Alain Liogier		
NY_01497987.jpg	37		75	Bro. Leon	80	
NY_01498039.jpg	37	Harold E. Box	75	Harold E. Box		
NY_01498043.jpg	37	Stewardson Brown, N.L. Britton	75	Stewardson Brown, N. L. Britton		
NY_01498065.jpg	75	D. S. Correll & G. R. Proctor	80	D.S. Correll & G.R. Proctor		
NY_01498090.jpg	75	D. S. Correll	80	D.S. Correli		
NY_01498103.jpg	37	N.L. Britton, Percy Wilson, Brother Leon	75	N. L. Britton, Percy Wilson, Brother Leon	80	N. L. BRITTON, PERCY WILSON, BROTHER LEON
NY_01498113.jpg	37	C. Wright	75	C. Wright	80	C. WRIGHT
NY_01498139.jpg	37	C. Wright	75	C. Wright	80	C. WRIGHT
NY_01498155.jpg	37	H.H. & G.W. Smith	75	H. H. & G. W. Smith		
NY_01498166.jpg	37	Sue A. Thompson and John E. Rawlins	75	Sue A. Thompson and John E. Rawlins 		
NY_01498191.jpg	37	D.S. Correll & G.R. Proctor	75	D. S. Correll & G. R. Proctor		

