filename	id_v1	sec1	id_v2	sec2	id_v3	sec3
EMEC609488_Cerceris_compacta.jpg	37	5	75	7	80	10
EMEC609504_Cerceris_compacta.jpg	37	5	75	7	80	8
EMEC609515_Cerceris_compacta.jpg	37	8	75	17	80	9
EMEC609523_Cerceris_compacta.jpg	37	4	75	5		
EMEC609529_Cerceris_compacta.jpg	75	47	80	43		
EMEC609543_Cerceris_compacta.jpg	37	12	75	11	80	38
EMEC609600_Cerceris_compacta.jpg	37	10	75	9		
EMEC609601_Cerceris_compacta.jpg	37	8	75	6	80	25
EMEC609612_Cerceris_compacta.jpg	37	16	75	154	80	28
EMEC609623_Cerceris_compacta.jpg	37	5	75	5		
EMEC609639_Cerceris_compar_compar.jpg	37	9	75	8		
EMEC609675_Cerceris_conifrons.jpg	37	20	75	10	80	24
EMEC609686_Cerceris_conifrons.jpg	37	6	75	10		
EMEC609696_Cerceris_conifrons.jpg	37	4	75	6	80	11
EMEC609705_Cerceris_conifrons.jpg	37	12	75	20		
EMEC609711_Cerceris_convergens.jpg	37	4	75	6		
EMEC609719_Cerceris_convergens.jpg	37	8	75	10		
EMEC609722_Cerceris_convergens.jpg	37	5	75	8	80	13
EMEC609740_Cerceris_convergens.jpg	37	8	75	7		
EMEC609764_Cerceris_convergens.jpg	37	4	75	9	80	13
EMEC609785_Cerceris_convergens.jpg	37	6	75	9		
EMEC609803_Cerceris_convergens.jpg	37	6	75	13	80	20
EMEC609826_Cerceris_convergens.jpg	37	8	75	16	80	19
EMEC609828_Cerceris_convergens.jpg	37	8	75	6		
EMEC609879_Cerceris_convergens.jpg	37	16	75	24	80	15
EMEC609880_Cerceris_convergens.jpg	37	6	75	10		
EMEC609882_Cerceris_convergens.jpg	37	8	75	9	80	11
EMEC609885_Cerceris_convergens.jpg	37	8	75	9	80	11
EMEC609900_Stigmus_sp.jpg	75	11	80	60		
EMEC609903_Stigmus_sp.jpg	37	8	75	21	80	11
EMEC609926_Stigmus_sp.jpg	37	5	75	22	80	10
EMEC609939_Stigmus_sp.jpg	37	10	75	15	80	24
EMEC609987_Aphilanthops_foxi.jpg	37	4	75	7	80	17
EMEC609997_Aphilanthops_foxi.jpg	75	48	80	58		
